,query,dataset,runtime,variant,configuration
2123,query59.sql,tpcds,626693,nowrite,unmod_spark
2124,query69.sql,tpcds,449420,nowrite,unmod_spark
2125,query77.sql,tpcds,1549718,nowrite,unmod_spark
2126,query63.sql,tpcds,558029,nowrite,unmod_spark
2127,query68.sql,tpcds,1011106,nowrite,unmod_spark
2128,query55.sql,tpcds,507212,nowrite,unmod_spark
2129,query56.sql,tpcds,1219074,nowrite,unmod_spark
2130,query60.sql,tpcds,1180767,nowrite,unmod_spark
2131,query75.sql,tpcds,2344951,nowrite,unmod_spark
2132,query57.sql,tpcds,647307,nowrite,unmod_spark
2133,query85.sql,tpcds,278974,nowrite,unmod_spark
2134,query83.sql,tpcds,59936,nowrite,unmod_spark
2135,query92.sql,tpcds,86002,nowrite,unmod_spark
2136,query104.sql,tpcds,515343,nowrite,unmod_spark
2137,query93.sql,tpcds,1718320,nowrite,unmod_spark
2138,query87.sql,tpcds,588613,nowrite,unmod_spark
2139,query82.sql,tpcds,285645,nowrite,unmod_spark
2140,query98.sql,tpcds,487025,nowrite,unmod_spark
2141,query94.sql,tpcds,279799,nowrite,unmod_spark
2142,query101.sql,tpcds,520186,nowrite,unmod_spark
2143,query99.sql,tpcds,136048,nowrite,unmod_spark
2144,query86.sql,tpcds,179192,nowrite,unmod_spark
2145,query102.sql,tpcds,510029,nowrite,unmod_spark
2146,query103.sql,tpcds,446630,nowrite,unmod_spark
2147,query81.sql,tpcds,63595,nowrite,unmod_spark
2148,query91.sql,tpcds,15039,nowrite,unmod_spark
2149,query96.sql,tpcds,341379,nowrite,unmod_spark
2150,query84.sql,tpcds,35029,nowrite,unmod_spark
2151,query89.sql,tpcds,537234,nowrite,unmod_spark
2152,query97.sql,tpcds,553943,nowrite,unmod_spark
2153,query80.sql,tpcds,1994547,nowrite,unmod_spark
2154,query79.sql,tpcds,803603,nowrite,unmod_spark
2155,query131.sql,tpcds,51104,nowrite,unmod_spark
2156,query112.sql,tpcds,177287,nowrite,unmod_spark
2157,query121.sql,tpcds,50895,nowrite,unmod_spark
2158,query115.sql,tpcds,151903,nowrite,unmod_spark
2159,query108.sql,tpcds,132445,nowrite,unmod_spark
2160,query125.sql,tpcds,17512,nowrite,unmod_spark
2161,query116.sql,tpcds,210357,nowrite,unmod_spark
2162,query130.sql,tpcds,51369,nowrite,unmod_spark
2163,query114.sql,tpcds,152365,nowrite,unmod_spark
2164,query129.sql,tpcds,53848,nowrite,unmod_spark
2165,query109.sql,tpcds,132031,nowrite,unmod_spark
2166,query126.sql,tpcds,15696,nowrite,unmod_spark
2167,query118.sql,tpcds,197731,nowrite,unmod_spark
2168,query117.sql,tpcds,217730,nowrite,unmod_spark
2169,query120.sql,tpcds,52237,nowrite,unmod_spark
2170,query122.sql,tpcds,4145,nowrite,unmod_spark
2171,query123.sql,tpcds,4885,nowrite,unmod_spark
2172,query128.sql,tpcds,52666,nowrite,unmod_spark
2173,query107.sql,tpcds,526328,nowrite,unmod_spark
2174,query124.sql,tpcds,14090,nowrite,unmod_spark
2175,query113.sql,tpcds,156043,nowrite,unmod_spark
2176,query111.sql,tpcds,133305,nowrite,unmod_spark
2177,query106.sql,tpcds,536080,nowrite,unmod_spark
2178,query110.sql,tpcds,128652,nowrite,unmod_spark
2179,query127.sql,tpcds,18450,nowrite,unmod_spark
2180,query105.sql,tpcds,489151,nowrite,unmod_spark
2181,query119.sql,tpcds,284854,nowrite,unmod_spark
2182,query17.sql,tpcds,1174534,nowrite,unmod_spark
2183,query20.sql,tpcds,224673,nowrite,unmod_spark
2184,query22.sql,tpcds,44046,nowrite,unmod_spark
2185,query11.sql,tpcds,1684367,nowrite,unmod_spark
2186,query5.sql,tpcds,1691156,nowrite,unmod_spark
2187,query6.sql,tpcds,332002,nowrite,unmod_spark
2188,query18.sql,tpcds,721221,nowrite,unmod_spark
2189,query7.sql,tpcds,1044432,nowrite,unmod_spark
2190,query21.sql,tpcds,44176,nowrite,unmod_spark
2191,query10.sql,tpcds,489694,nowrite,unmod_spark
2192,query9.sql,tpcds,4185907,nowrite,unmod_spark
2193,query16.sql,tpcds,651422,nowrite,unmod_spark
2194,query26.sql,tpcds,454053,nowrite,unmod_spark
2195,query25.sql,tpcds,1152932,nowrite,unmod_spark
2196,query12.sql,tpcds,129848,nowrite,unmod_spark
2197,query19.sql,tpcds,570958,nowrite,unmod_spark
2198,query13.sql,tpcds,1213353,nowrite,unmod_spark
2199,query4.sql,tpcds,2495106,nowrite,unmod_spark
2200,query3.sql,tpcds,387713,nowrite,unmod_spark
2201,query8.sql,tpcds,452198,nowrite,unmod_spark
2202,query2.sql,tpcds,350086,nowrite,unmod_spark
2203,query15.sql,tpcds,178692,nowrite,unmod_spark
2204,query1.sql,tpcds,75586,nowrite,unmod_spark
2205,query36.sql,tpcds,727712,nowrite,unmod_spark
2206,query49.sql,tpcds,1751695,nowrite,unmod_spark
2207,query52.sql,tpcds,533056,nowrite,unmod_spark
2208,query31.sql,tpcds,1099683,nowrite,unmod_spark
2209,query35.sql,tpcds,291000,nowrite,unmod_spark
2210,query37.sql,tpcds,169740,nowrite,unmod_spark
2211,query29.sql,tpcds,1194838,nowrite,unmod_spark
2212,query50.sql,tpcds,1020492,nowrite,unmod_spark
2213,query33.sql,tpcds,1354301,nowrite,unmod_spark
2214,query42.sql,tpcds,507750,nowrite,unmod_spark
2215,query32.sql,tpcds,447885,nowrite,unmod_spark
2216,query43.sql,tpcds,333955,nowrite,unmod_spark
2217,query34.sql,tpcds,251054,nowrite,unmod_spark
2218,query27.sql,tpcds,965675,nowrite,unmod_spark
2219,query38.sql,tpcds,334389,nowrite,unmod_spark
2220,query48.sql,tpcds,830322,nowrite,unmod_spark
2221,query40.sql,tpcds,639910,nowrite,unmod_spark
2222,query44.sql,tpcds,2162225,nowrite,unmod_spark
2223,query46.sql,tpcds,740164,nowrite,unmod_spark
2224,query64.sql,tpcds,2735824,nowrite,unmod_spark
2225,query58.sql,tpcds,910904,nowrite,unmod_spark
2226,query71.sql,tpcds,1002981,nowrite,unmod_spark
2227,query65.sql,tpcds,1109717,nowrite,unmod_spark
2228,query54.sql,tpcds,588762,nowrite,unmod_spark
2229,query76.sql,tpcds,886279,nowrite,unmod_spark
2230,query72.sql,tpcds,337473,nowrite,unmod_spark
2231,query73.sql,tpcds,260126,nowrite,unmod_spark
2232,query66.sql,tpcds,773900,nowrite,unmod_spark
2233,query59.sql,tpcds,612396,nowrite,unmod_spark
2234,query69.sql,tpcds,270212,nowrite,unmod_spark
2235,query77.sql,tpcds,1414585,nowrite,unmod_spark
2236,query63.sql,tpcds,561452,nowrite,unmod_spark
2237,query68.sql,tpcds,1056521,nowrite,unmod_spark
2238,query55.sql,tpcds,528656,nowrite,unmod_spark
2239,query56.sql,tpcds,1144921,nowrite,unmod_spark
2240,query60.sql,tpcds,1266076,nowrite,unmod_spark
2241,query75.sql,tpcds,2526858,nowrite,unmod_spark
2242,query57.sql,tpcds,767308,nowrite,unmod_spark
2243,query85.sql,tpcds,281735,nowrite,unmod_spark
2244,query83.sql,tpcds,59368,nowrite,unmod_spark
2245,query92.sql,tpcds,94439,nowrite,unmod_spark
2246,query104.sql,tpcds,517567,nowrite,unmod_spark
2247,query82.sql,tpcds,385937,nowrite,unmod_spark
2248,query98.sql,tpcds,447223,nowrite,unmod_spark
2249,query94.sql,tpcds,298102,nowrite,unmod_spark
2250,query101.sql,tpcds,532648,nowrite,unmod_spark
2251,query99.sql,tpcds,135843,nowrite,unmod_spark
2252,query86.sql,tpcds,169895,nowrite,unmod_spark
2253,query102.sql,tpcds,482763,nowrite,unmod_spark
2254,query103.sql,tpcds,410951,nowrite,unmod_spark
2255,query81.sql,tpcds,64371,nowrite,unmod_spark
2256,query91.sql,tpcds,14712,nowrite,unmod_spark
2257,query96.sql,tpcds,351901,nowrite,unmod_spark
2258,query84.sql,tpcds,36083,nowrite,unmod_spark
2259,query89.sql,tpcds,533443,nowrite,unmod_spark
2260,query97.sql,tpcds,545667,nowrite,unmod_spark
2261,query80.sql,tpcds,1963288,nowrite,unmod_spark
2262,query79.sql,tpcds,787424,nowrite,unmod_spark
2263,query131.sql,tpcds,59270,nowrite,unmod_spark
2264,query112.sql,tpcds,174323,nowrite,unmod_spark
2265,query121.sql,tpcds,52766,nowrite,unmod_spark
2266,query115.sql,tpcds,161844,nowrite,unmod_spark
2267,query108.sql,tpcds,127550,nowrite,unmod_spark
2268,query125.sql,tpcds,16705,nowrite,unmod_spark
2269,query116.sql,tpcds,197597,nowrite,unmod_spark
2270,query130.sql,tpcds,51560,nowrite,unmod_spark
2271,query114.sql,tpcds,169196,nowrite,unmod_spark
2272,query129.sql,tpcds,24210,nowrite,unmod_spark
2273,query109.sql,tpcds,128081,nowrite,unmod_spark
2274,query126.sql,tpcds,15839,nowrite,unmod_spark
2275,query118.sql,tpcds,232687,nowrite,unmod_spark
2276,query117.sql,tpcds,252444,nowrite,unmod_spark
2277,query120.sql,tpcds,51369,nowrite,unmod_spark
2278,query122.sql,tpcds,4600,nowrite,unmod_spark
2279,query123.sql,tpcds,5457,nowrite,unmod_spark
2280,query128.sql,tpcds,53233,nowrite,unmod_spark
2281,query107.sql,tpcds,511840,nowrite,unmod_spark
2282,query124.sql,tpcds,14480,nowrite,unmod_spark
2283,query113.sql,tpcds,160633,nowrite,unmod_spark
2284,query111.sql,tpcds,127718,nowrite,unmod_spark
2285,query106.sql,tpcds,494837,nowrite,unmod_spark
2286,query110.sql,tpcds,92699,nowrite,unmod_spark
2287,query127.sql,tpcds,14497,nowrite,unmod_spark
2288,query105.sql,tpcds,482111,nowrite,unmod_spark
2289,query119.sql,tpcds,293745,nowrite,unmod_spark
2290,query17.sql,tpcds,1124168,nowrite,unmod_spark
2291,query20.sql,tpcds,216973,nowrite,unmod_spark
2292,query22.sql,tpcds,43892,nowrite,unmod_spark
2293,query11.sql,tpcds,1600967,nowrite,unmod_spark
2294,query5.sql,tpcds,1626013,nowrite,unmod_spark
2295,query6.sql,tpcds,327290,nowrite,unmod_spark
2296,query18.sql,tpcds,688973,nowrite,unmod_spark
2297,query7.sql,tpcds,1018369,nowrite,unmod_spark
2298,query21.sql,tpcds,43318,nowrite,unmod_spark
2299,query10.sql,tpcds,546177,nowrite,unmod_spark
2300,query9.sql,tpcds,4134420,nowrite,unmod_spark
2301,query16.sql,tpcds,702454,nowrite,unmod_spark
2302,query26.sql,tpcds,468354,nowrite,unmod_spark
2303,query25.sql,tpcds,1162503,nowrite,unmod_spark
2304,query12.sql,tpcds,130308,nowrite,unmod_spark
2305,query19.sql,tpcds,576061,nowrite,unmod_spark
2306,query13.sql,tpcds,1218544,nowrite,unmod_spark
2307,query4.sql,tpcds,2476618,nowrite,unmod_spark
2308,query3.sql,tpcds,377070,nowrite,unmod_spark
2309,query8.sql,tpcds,443714,nowrite,unmod_spark
2310,query2.sql,tpcds,420932,nowrite,unmod_spark
2311,query15.sql,tpcds,180614,nowrite,unmod_spark
2312,query1.sql,tpcds,73726,nowrite,unmod_spark
2313,query36.sql,tpcds,706628,nowrite,unmod_spark
2314,query49.sql,tpcds,1770332,nowrite,unmod_spark
2315,query52.sql,tpcds,515876,nowrite,unmod_spark
2316,query31.sql,tpcds,1152926,nowrite,unmod_spark
2317,query35.sql,tpcds,513197,nowrite,unmod_spark
2318,query37.sql,tpcds,169437,nowrite,unmod_spark
2319,query29.sql,tpcds,1227384,nowrite,unmod_spark
2320,query50.sql,tpcds,1227128,nowrite,unmod_spark
2321,query33.sql,tpcds,1344100,nowrite,unmod_spark
2322,query42.sql,tpcds,482116,nowrite,unmod_spark
2323,query32.sql,tpcds,441297,nowrite,unmod_spark
2324,query43.sql,tpcds,333293,nowrite,unmod_spark
2325,query34.sql,tpcds,267564,nowrite,unmod_spark
2326,query27.sql,tpcds,963101,nowrite,unmod_spark
2327,query38.sql,tpcds,540857,nowrite,unmod_spark
2328,query48.sql,tpcds,865955,nowrite,unmod_spark
2329,query64.sql,tpcds,2754127,nowrite,unmod_spark
2330,query58.sql,tpcds,932486,nowrite,unmod_spark
2331,query71.sql,tpcds,912828,nowrite,unmod_spark
2332,query65.sql,tpcds,1055797,nowrite,unmod_spark
2333,query54.sql,tpcds,576311,nowrite,unmod_spark
2334,query76.sql,tpcds,944772,nowrite,unmod_spark
2335,query72.sql,tpcds,372040,nowrite,unmod_spark
2336,query73.sql,tpcds,274110,nowrite,unmod_spark
2337,query66.sql,tpcds,776262,nowrite,unmod_spark
2338,query59.sql,tpcds,636483,nowrite,unmod_spark
2339,query69.sql,tpcds,505603,nowrite,unmod_spark
2340,query77.sql,tpcds,1467915,nowrite,unmod_spark
2341,query63.sql,tpcds,542769,nowrite,unmod_spark
2342,query68.sql,tpcds,1020302,nowrite,unmod_spark
2343,query55.sql,tpcds,509377,nowrite,unmod_spark
2344,query56.sql,tpcds,1126108,nowrite,unmod_spark
2345,query60.sql,tpcds,1174103,nowrite,unmod_spark
2346,query75.sql,tpcds,2518116,nowrite,unmod_spark
2347,query57.sql,tpcds,654953,nowrite,unmod_spark
2348,query78.sql,tpcds,1960145,nowrite,unmod_spark
2349,query62.sql,tpcds,50848,nowrite,unmod_spark
2350,query74.sql,tpcds,1675335,nowrite,unmod_spark
2351,query53.sql,tpcds,563997,nowrite,unmod_spark
2352,query85.sql,tpcds,287228,nowrite,unmod_spark
2353,query83.sql,tpcds,59673,nowrite,unmod_spark
2354,query92.sql,tpcds,90019,nowrite,unmod_spark
2355,query104.sql,tpcds,538993,nowrite,unmod_spark
2356,query93.sql,tpcds,1676645,nowrite,unmod_spark
2357,query87.sql,tpcds,464375,nowrite,unmod_spark
2358,query82.sql,tpcds,283367,nowrite,unmod_spark
2359,query98.sql,tpcds,451101,nowrite,unmod_spark
2360,query94.sql,tpcds,280378,nowrite,unmod_spark
2361,query101.sql,tpcds,540840,nowrite,unmod_spark
2362,query99.sql,tpcds,132346,nowrite,unmod_spark
2363,query86.sql,tpcds,169028,nowrite,unmod_spark
2364,query102.sql,tpcds,478618,nowrite,unmod_spark
2365,query103.sql,tpcds,409998,nowrite,unmod_spark
2366,query81.sql,tpcds,64302,nowrite,unmod_spark
2367,query91.sql,tpcds,14740,nowrite,unmod_spark
2368,query96.sql,tpcds,189675,nowrite,unmod_spark
2369,query84.sql,tpcds,36220,nowrite,unmod_spark
2370,query89.sql,tpcds,531761,nowrite,unmod_spark
2371,query97.sql,tpcds,563626,nowrite,unmod_spark
2372,query80.sql,tpcds,1989369,nowrite,unmod_spark
2373,query79.sql,tpcds,818146,nowrite,unmod_spark
2374,query131.sql,tpcds,47079,nowrite,unmod_spark
2375,query112.sql,tpcds,179260,nowrite,unmod_spark
2376,query121.sql,tpcds,52373,nowrite,unmod_spark
2377,query115.sql,tpcds,143396,nowrite,unmod_spark
2378,query108.sql,tpcds,132990,nowrite,unmod_spark
2379,query125.sql,tpcds,17847,nowrite,unmod_spark
2380,query116.sql,tpcds,206704,nowrite,unmod_spark
2381,query130.sql,tpcds,49823,nowrite,unmod_spark
2382,query114.sql,tpcds,163584,nowrite,unmod_spark
2383,query129.sql,tpcds,30483,nowrite,unmod_spark
2384,query109.sql,tpcds,131529,nowrite,unmod_spark
2385,query126.sql,tpcds,16048,nowrite,unmod_spark
2386,query118.sql,tpcds,174379,nowrite,unmod_spark
2387,query117.sql,tpcds,166063,nowrite,unmod_spark
2388,query120.sql,tpcds,51228,nowrite,unmod_spark
2389,query122.sql,tpcds,4252,nowrite,unmod_spark
2390,query123.sql,tpcds,4889,nowrite,unmod_spark
2391,query128.sql,tpcds,49921,nowrite,unmod_spark
2392,query107.sql,tpcds,536765,nowrite,unmod_spark
2393,query124.sql,tpcds,14157,nowrite,unmod_spark
2394,query113.sql,tpcds,169478,nowrite,unmod_spark
2395,query111.sql,tpcds,132920,nowrite,unmod_spark
2396,query106.sql,tpcds,539766,nowrite,unmod_spark
2397,query110.sql,tpcds,126547,nowrite,unmod_spark
2398,query127.sql,tpcds,17553,nowrite,unmod_spark
2399,query105.sql,tpcds,501802,nowrite,unmod_spark
2400,query119.sql,tpcds,305586,nowrite,unmod_spark
2401,query74.sql,tpcds,1759002,nowrite,unmod_spark
2402,query100.sql,tpcds,562056,nowrite,unmod_spark
2403,query41.sql,tpcds,977,nowrite,unmod_spark
2404,query78.sql,tpcds,2149750,nowrite,unmod_spark
2405,query90.sql,tpcds,95086,nowrite,unmod_spark
2406,query40.sql,tpcds,334887,nowrite,unmod_spark
2407,query62.sql,tpcds,55623,nowrite,unmod_spark
2408,query95.sql,tpcds,485573,nowrite,unmod_spark
2409,query47.sql,tpcds,1448408,nowrite,unmod_spark
2410,query74.sql,tpcds,1945603,nowrite,unmod_spark
2411,query100.sql,tpcds,565340,nowrite,unmod_spark
2412,query41.sql,tpcds,1128,nowrite,unmod_spark
2413,query78.sql,tpcds,2097055,nowrite,unmod_spark
2414,query90.sql,tpcds,88064,nowrite,unmod_spark
2415,query40.sql,tpcds,360696,nowrite,unmod_spark
2416,query62.sql,tpcds,53890,nowrite,unmod_spark
2417,query95.sql,tpcds,550559,nowrite,unmod_spark
2418,query47.sql,tpcds,1426984,nowrite,unmod_spark
2419,query47.sql,tpcds,1341704,nowrite,unmod_spark
2420,query95.sql,tpcds,558155,nowrite,unmod_spark
2421,query51.sql,tpcds,692410,nowrite,unmod_spark
2422,query100.sql,tpcds,506651,nowrite,unmod_spark
2423,query45.sql,tpcds,149015,nowrite,unmod_spark
2424,query90.sql,tpcds,48210,nowrite,unmod_spark
2425,query45.sql,tpcds,156401,nowrite,unmod_spark
2426,query41.sql,tpcds,1126,nowrite,unmod_spark
2427,query53.sql,tpcds,487649,nowrite,unmod_spark
2428,query51.sql,tpcds,649969,nowrite,unmod_spark
2429,query45.sql,tpcds,150926,nowrite,unmod_spark
2430,query70.sql,tpcds,566014,nowrite,unmod_spark
2431,query51.sql,tpcds,694700,nowrite,unmod_spark
2432,query17.sql,tpcds,1147411,cols,unmod_spark
2433,query20.sql,tpcds,221257,cols,unmod_spark
2434,query22.sql,tpcds,43436,cols,unmod_spark
2435,query11.sql,tpcds,1658421,cols,unmod_spark
2436,query5.sql,tpcds,1639580,cols,unmod_spark
2437,query6.sql,tpcds,332760,cols,unmod_spark
2438,query18.sql,tpcds,711240,cols,unmod_spark
2439,query7.sql,tpcds,1026591,cols,unmod_spark
2440,query21.sql,tpcds,43451,cols,unmod_spark
2441,query10.sql,tpcds,570587,cols,unmod_spark
2442,query9.sql,tpcds,4188881,cols,unmod_spark
2443,query36.sql,tpcds,732376,cols,unmod_spark
2444,query49.sql,tpcds,1776220,cols,unmod_spark
2445,query52.sql,tpcds,525175,cols,unmod_spark
2446,query31.sql,tpcds,1184022,cols,unmod_spark
2447,query35.sql,tpcds,523449,cols,unmod_spark
2448,query37.sql,tpcds,173906,cols,unmod_spark
2449,query29.sql,tpcds,1250070,cols,unmod_spark
2450,query50.sql,tpcds,1105330,cols,unmod_spark
2451,query33.sql,tpcds,1380832,cols,unmod_spark
2452,query42.sql,tpcds,519986,cols,unmod_spark
2453,query32.sql,tpcds,443716,cols,unmod_spark
2454,query43.sql,tpcds,340198,cols,unmod_spark
2455,query34.sql,tpcds,276818,cols,unmod_spark
2456,query27.sql,tpcds,963048,cols,unmod_spark
2457,query38.sql,tpcds,549720,cols,unmod_spark
2458,query48.sql,tpcds,855698,cols,unmod_spark
2459,query40.sql,tpcds,592818,cols,unmod_spark
2460,query44.sql,tpcds,2299976,cols,unmod_spark
2461,query46.sql,tpcds,785543,cols,unmod_spark
2462,query64.sql,tpcds,2647035,cols,unmod_spark
2463,query58.sql,tpcds,924906,cols,unmod_spark
2464,query71.sql,tpcds,910690,cols,unmod_spark
2465,query65.sql,tpcds,1135347,cols,unmod_spark
2466,query54.sql,tpcds,574784,cols,unmod_spark
2467,query76.sql,tpcds,921620,cols,unmod_spark
2468,query72.sql,tpcds,347153,cols,unmod_spark
2469,query73.sql,tpcds,282714,cols,unmod_spark
2470,query66.sql,tpcds,777163,cols,unmod_spark
2471,query59.sql,tpcds,631837,cols,unmod_spark
2472,query69.sql,tpcds,492794,cols,unmod_spark
2473,query77.sql,tpcds,1469625,cols,unmod_spark
2474,query63.sql,tpcds,550106,cols,unmod_spark
2475,query68.sql,tpcds,1024368,cols,unmod_spark
2476,query55.sql,tpcds,525574,cols,unmod_spark
2477,query56.sql,tpcds,1255053,cols,unmod_spark
2478,query60.sql,tpcds,1260604,cols,unmod_spark
2479,query75.sql,tpcds,2421094,cols,unmod_spark
2480,query57.sql,tpcds,767986,cols,unmod_spark
2481,query78.sql,tpcds,2082323,cols,unmod_spark
2482,query62.sql,tpcds,53581,cols,unmod_spark
2483,query74.sql,tpcds,1466682,cols,unmod_spark
2484,query53.sql,tpcds,550288,cols,unmod_spark
2485,query85.sql,tpcds,303407,cols,unmod_spark
2486,query83.sql,tpcds,60069,cols,unmod_spark
2487,query92.sql,tpcds,73110,cols,unmod_spark
2488,query104.sql,tpcds,539202,cols,unmod_spark
2489,query93.sql,tpcds,1561984,cols,unmod_spark
2490,query87.sql,tpcds,335755,cols,unmod_spark
2491,query82.sql,tpcds,275817,cols,unmod_spark
2492,query98.sql,tpcds,426904,cols,unmod_spark
2493,query94.sql,tpcds,293416,cols,unmod_spark
2494,query101.sql,tpcds,533126,cols,unmod_spark
2495,query99.sql,tpcds,132668,cols,unmod_spark
2496,query86.sql,tpcds,174884,cols,unmod_spark
2497,query102.sql,tpcds,475646,cols,unmod_spark
2498,query103.sql,tpcds,446412,cols,unmod_spark
2499,query81.sql,tpcds,63951,cols,unmod_spark
2500,query91.sql,tpcds,15109,cols,unmod_spark
2501,query96.sql,tpcds,178701,cols,unmod_spark
2502,query84.sql,tpcds,34993,cols,unmod_spark
